,Unnamed: 0,# of alphabetic,# of digits,# of numbers,% constraining,% litigious,% modal moderate,% modal strong,% modal-weak,% negative,% positive,% uncertainty,average word length,avg # of syllables per word,cik,co_conm,co_tic,company name,conformed period of report,date as of change,excess_return,file name,file size,filed as of date,number of words,vocabulary
1,1,478968,9734,3317,0,0,0,0,0,1.752647842804237,4.918264807869224,0,4.710376713136601,0,732717,AT&T INC,t,AT&T INC.,20121231,20130222,-0.01090216530660866,../Data/filtered_textdata/2013/QTR1/20130222_10-K_edgar_data_732717_0000732717-13-000017_1.txt,609848,2013-02-22,42393,1214
2,2,389804,11497,3801,0,0,0,0,0,1.795044395294419,5.301791838958874,0,4.903740744302337,0,101829,RAYTHEON TECHNOLOGIES CORP,rtx,UNITED TECHNOLOGIES CORP /DE/,20121231,20130207,-0.01532148069698299,../Data/filtered_textdata/2013/QTR1/20130207_10-K_edgar_data_101829_0001193125-13-042195_1.txt,502038,2013-02-07,31197,1061
3,3,258473,8022,2856,0,0,0,0,0,1.578622034140079,5.054443440635253,0,4.940326185155246,0,34088,EXXON MOBIL CORP,xom,EXXON MOBIL CORP,20121231,20140103,-0.02215461871441108,../Data/filtered_textdata/2013/QTR1/20130227_10-K_edgar_data_34088_0000034088-13-000011_1.txt,338764,2013-02-27,21031,1030
4,4,174026,5137,1659,0,0,0,0,0,1.50475768975437,5.768237810725088,0,4.814560743527329,0,63908,MCDONALD'S CORP,mcd,MCDONALDS CORP,20121231,20130225,-0.01011977460811101,../Data/filtered_textdata/2013/QTR1/20130225_10-K_edgar_data_63908_0000063908-13-000010_1.txt,227735,2013-02-25,13557,850
5,5,263293,8522,2799,0,0,0,0,0,1.991712967322724,5.198229588473491,0,4.80323005932762,0,12927,BOEING CO,ba,BOEING CO,20121231,20130211,-0.02171935680201107,../Data/filtered_textdata/2013/QTR1/20130211_10-K_edgar_data_12927_0000012927-13-000014_1.txt,344180,2013-02-11,21238,966
6,6,635588,14543,5340,0,0,0,0,0,2.084293164771576,5.279840775482374,0,4.963824337025229,0,18230,CATERPILLAR INC,cat,CATERPILLAR INC,20121231,20130219,-0.05905167397872644,../Data/filtered_textdata/2013/QTR1/20130219_10-K_edgar_data_18230_0000018230-13-000075_1.txt,840104,2013-02-19,54263,1251
7,7,985794,18768,6673,0,0,0,0,0,2.706124386770059,5.426755288284012,0,4.688254998153717,0,19617,JPMORGAN CHASE & CO,jpm,JPMORGAN CHASE & CO,20121231,20130228,-0.004070728473382152,../Data/filtered_textdata/2013/QTR1/20130228_10-K_edgar_data_19617_0000019617-13-000221_1.txt,1270450,2013-02-28,75828,1483
8,8,243337,6612,2255,0,0,0,0,0,2.03710256280645,3.942779153818936,0,4.691300611636255,0,104169,WALMART INC,wmt,WAL MART STORES INC,20130131,20130326,-0.006867014243741256,../Data/filtered_textdata/2013/QTR1/20130326_10-K_edgar_data_104169_0000104169-13-000011_1.txt,317882,2013-03-26,19783,972
9,9,588096,13745,4667,0,0,0,0,0,2.297642598087702,5.448400923178371,0,4.811366633696012,0,310158,MERCK & CO,mrk,MERCK & CO. INC.,20121231,20130228,-0.003559145025918434,../Data/filtered_textdata/2013/QTR1/20130228_10-K_edgar_data_310158_0001193125-13-084618_1.txt,764363,2013-02-28,48528,1334
10,10,427370,8230,2861,0,0,0,0,0,1.688606445755788,7.943713118474807,0,4.910637010137692,0,731766,UNITEDHEALTH GROUP INC,unh,UNITEDHEALTH GROUP INC,20121231,20130206,-0.01635652439625689,../Data/filtered_textdata/2013/QTR1/20130207_10-K_edgar_data_731766_0000731766-13-000005_1.txt,557813,2013-02-07,33045,1275
11,11,273692,7445,2503,0,0,0,0,0,2.733176979974743,4.952191953815623,0,4.878314991881653,0,200406,JOHNSON & JOHNSON,jnj,JOHNSON & JOHNSON,20121230,20130221,-0.01473744563673394,../Data/filtered_textdata/2013/QTR1/20130222_10-K_edgar_data_200406_0000200406-13-000038_1.txt,360103,2013-02-22,22172,1049
12,12,787128,16495,5752,0,0,0,0,0,3.839807546995235,5.870741900165004,0,4.815642975002699,0,86312,TRAVELERS COS INC,trv,"TRAVELERS COMPANIES, INC.",20121231,20130219,-0.01058146586563926,../Data/filtered_textdata/2013/QTR1/20130219_10-K_edgar_data_86312_0001047469-13-001211_1.txt,1024112,2013-02-19,64847,1360
13,13,297884,7860,2486,0,0,0,0,0,1.528827467069748,6.162815806521269,0,4.757546966098035,0,732712,VERIZON COMMUNICATIONS INC,vz,VERIZON COMMUNICATIONS INC,20121231,20130226,-0.002729314143540941,../Data/filtered_textdata/2013/QTR1/20130226_10-K_edgar_data_732712_0001193125-13-075713_1.txt,381351,2013-02-26,23155,1002
14,14,332591,12503,4031,0,0,0,0,0,1.9334401398194,4.067142441013692,0,4.689229536848238,0,93410,CHEVRON CORP,cvx,CHEVRON CORP,20121231,20130222,-0.009722439262002391,../Data/filtered_textdata/2013/QTR1/20130222_10-K_edgar_data_93410_0000093410-13-000003_1.txt,442829,2013-02-22,27464,1102
15,15,711563,11302,4116,0,0,0,0,0,2.102070327654922,5.470320600994604,0,4.751701759954855,0,4962,AMERICAN EXPRESS CO,axp,AMERICAN EXPRESS CO,20121231,20130222,-0.01677416661218276,../Data/filtered_textdata/2013/QTR1/20130222_10-K_edgar_data_4962_0001193125-13-070554_1.txt,909223,2013-02-22,56706,1443
16,16,153411,5777,1900,0,0,0,0,0,1.510388714252856,6.125891282680366,0,4.728973395691176,0,354950,HOME DEPOT INC,hd,HOME DEPOT INC,20130203,20130328,-0.007377782604191946,../Data/filtered_textdata/2013/QTR1/20130328_10-K_edgar_data_354950_0000354950-13-000008_1.txt,204304,2013-03-28,13043,827
17,17,277855,7074,2339,0,0,0,0,0,2.186220712481491,5.14328020207299,0,4.631347443602474,0,50863,INTEL CORP,intc,INTEL CORP,20121229,20130219,-0.04793973796007443,../Data/filtered_textdata/2013/QTR1/20130219_10-K_edgar_data_50863_0001193125-13-065416_1.txt,357378,2013-02-19,22962,992
18,18,670651,15441,5592,0,0,0,0,0,1.754506555771313,4.857972608389325,0,4.589521076418126,0,21344,COCA-COLA CO,ko,COCA COLA CO,20121231,20130227,-0.00607818359443796,../Data/filtered_textdata/2013/QTR1/20130227_10-K_edgar_data_21344_0000021344-13-000007_1.txt,871345,2013-02-27,58193,1382
19,19,487205,14255,4849,0,0,0,0,0,1.359567860963962,4.660629941807363,0,4.816549672503327,0,51143,INTL BUSINESS MACHINES CORP,ibm,INTERNATIONAL BUSINESS MACHINES CORP,20121231,20130226,0.003099246211905788,../Data/filtered_textdata/2013/QTR1/20130226_10-K_edgar_data_51143_0001047469-13-001698_1.txt,640296,2013-02-26,38321,1155
20,20,743034,15745,5162,0,0,0,0,0,2.492049176437082,5.68503662916726,0,4.833072261514848,0,78003,PFIZER INC,pfe,PFIZER INC,20121231,20130228,0.009598820456297837,../Data/filtered_textdata/2013/QTR1/20130228_10-K_edgar_data_78003_0000078003-13-000006_1.txt,970187,2013-02-28,63201,1498
21,21,328305,10392,3294,0,0,0,0,0,2.389463050742093,5.672546429403994,0,4.835496153547284,0,66740,3M CO,mmm,3M CO,20121231,20130214,-0.01206131180481264,../Data/filtered_textdata/2013/QTR1/20130214_10-K_edgar_data_66740_0001104659-13-010881_1.txt,430089,2013-02-14,25738,1095
22,22,1210530,17172,6699,0,0,0,0,0,2.173705422802896,5.223196378431036,0,4.599669550933089,0,886982,GOLDMAN SACHS GROUP INC,gs,GOLDMAN SACHS GROUP INC,20121231,20130228,0.007978774077289925,../Data/filtered_textdata/2013/QTR1/20130301_10-K_edgar_data_886982_0001193125-13-085474_1.txt,1543995,2013-03-01,104706,1465
23,23,256381,5652,1986,0,0,0,0,0,2.416284291711413,6.467831689934589,0,4.757200039051058,0,789019,MICROSOFT CORP,msft,MICROSOFT CORP,20130630,20130730,-0.01440005520934872,../Data/filtered_textdata/2013/QTR3/20130730_10-K_edgar_data_789019_0001193125-13-310206_1.txt,330185,2013-07-30,20486,1063
24,24,508911,9517,3181,0,0,0,0,0,1.760180995475113,5.104072398190045,0,4.629932126696833,0,320187,NIKE INC  -CL B,nke,NIKE INC,20130531,20130723,-0.026155030116866,../Data/filtered_textdata/2013/QTR3/20130723_10-K_edgar_data_320187_0000320187-13-000092_1.txt,653556,2013-07-23,44200,1243
25,25,797205,13232,4748,0,0,0,0,0,1.808354369001269,5.637559006831244,0,4.667622185142402,0,858877,CISCO SYSTEMS INC,csco,"CISCO SYSTEMS, INC.",20130727,20130910,-0.00905425422673783,../Data/filtered_textdata/2013/QTR3/20130910_10-K_edgar_data_858877_0000858877-13-000049_1.txt,1037970,2013-09-10,70119,1341
26,26,353861,6799,2577,0,0,0,0,0,1.837760717440044,5.414770025137577,0,4.644914736055439,0,80424,PROCTER & GAMBLE CO,pg,PROCTER & GAMBLE CO,20130630,20130808,-0.02188086012135948,../Data/filtered_textdata/2013/QTR3/20130808_10-K_edgar_data_80424_0000080424-13-000063_1.txt,463366,2013-08-08,29438,1057
27,27,295776,6256,2204,0,0,0,0,0,2.412109775608155,5.148295524469787,0,4.808302908479305,0,1403161,VISA INC,v,VISA INC.,20130930,20131121,-0.006445561267317667,../Data/filtered_textdata/2013/QTR4/20131122_10-K_edgar_data_1403161_0001403161-13-000011_1.txt,381843,2013-11-22,24377,995
0,0,437197,11136,3591,0,0,0,0,0,1.366922729326706,6.258472661545413,0,4.821622232263895,0,732712,VERIZON COMMUNICATIONS INC,vz,VERIZON COMMUNICATIONS INC,20131231,20140227,-0.003172649142194695,../Data/filtered_textdata/2014/QTR1/20140227_10-K_edgar_data_732712_0001193125-14-073266_1.txt,559162,2014-02-27,35408,1199
1,1,390584,7196,2517,0,0,0,0,0,1.60518901919675,7.505077638734194,0,4.842003537967633,0,731766,UNITEDHEALTH GROUP INC,unh,UNITEDHEALTH GROUP INC,20131231,20140212,0.03828882262843368,../Data/filtered_textdata/2014/QTR1/20140212_10-K_edgar_data_731766_0000731766-14-000008_1.txt,503730,2014-02-12,30526,1198
2,2,863258,17057,5962,0,0,0,0,0,3.640149937526031,5.896154380119394,0,4.828946272386506,0,86312,TRAVELERS COS INC,trv,"TRAVELERS COMPANIES, INC.",20131231,20140213,0.001983269819752671,../Data/filtered_textdata/2014/QTR1/20140213_10-K_edgar_data_86312_0001047469-14-000854_1.txt,1118852,2014-02-13,72030,1393
3,3,172743,5926,1974,0,0,0,0,0,1.507571209392302,5.429924621439531,0,4.776399172837036,0,354950,HOME DEPOT INC,hd,HOME DEPOT INC,20140202,20140327,-0.002701425656250801,../Data/filtered_textdata/2014/QTR1/20140327_10-K_edgar_data_354950_0000354950-14-000008_1.txt,228638,2014-03-27,14991,876
4,4,320492,8612,3170,0,0,0,0,0,1.675914392481033,5.129656890499377,0,4.94187143773827,0,34088,EXXON MOBIL CORP,xom,EXXON MOBIL CORP,20131231,20140226,-0.0145906927197284,../Data/filtered_textdata/2014/QTR1/20140226_10-K_edgar_data_34088_0000034088-14-000012_1.txt,425044,2014-02-26,26493,1123
5,5,320271,10105,3242,0,0,0,0,0,2.371023471940904,5.417212756662297,0,4.833670916239724,0,66740,3M CO,mmm,3M CO,20131231,20140213,-0.00833680524203435,../Data/filtered_textdata/2014/QTR1/20140213_10-K_edgar_data_66740_0001104659-14-009773_1.txt,420847,2014-02-13,25179,1068
6,6,335104,12361,3979,0,0,0,0,0,1.974581747684354,3.909671860415021,0,4.663315861276657,0,93410,CHEVRON CORP,cvx,CHEVRON CORP,20131231,20140221,0.01324648253952136,../Data/filtered_textdata/2014/QTR1/20140221_10-K_edgar_data_93410_0000093410-14-000011_1.txt,446576,2014-02-21,27854,1109
7,7,517216,14112,4806,0,0,0,0,0,1.340765660683152,4.756525796233087,0,4.791862092674902,0,51143,INTL BUSINESS MACHINES CORP,ibm,INTERNATIONAL BUSINESS MACHINES CORP,20131231,20140225,-0.00102660436445281,../Data/filtered_textdata/2014/QTR1/20140225_10-K_edgar_data_51143_0001047469-14-001302_1.txt,676164,2014-02-25,40723,1221
8,8,699327,15288,4815,0,0,0,0,0,2.316780033754411,5.552430147121498,0,4.834432908846042,0,78003,PFIZER INC,pfe,PFIZER INC,20131231,20140228,0.008176484038095694,../Data/filtered_textdata/2014/QTR1/20140228_10-K_edgar_data_78003_0000078003-14-000018_1.txt,916550,2014-02-28,58659,1481
9,9,254023,7351,2433,0,0,0,0,0,2.679592344021874,4.688043748446431,0,4.826696495152871,0,200406,JOHNSON & JOHNSON,jnj,JOHNSON & JOHNSON,20131229,20140221,-0.01604894524092932,../Data/filtered_textdata/2014/QTR1/20140221_10-K_edgar_data_200406_0000200406-14-000033_1.txt,335239,2014-02-21,20115,976
10,10,342807,10241,3414,0,0,0,0,0,1.644980038444477,5.267632707378382,0,4.934422593523585,0,101829,RAYTHEON TECHNOLOGIES CORP,rtx,UNITED TECHNOLOGIES CORP /DE/,20131231,20140206,0.020007812449162,../Data/filtered_textdata/2014/QTR1/20140206_10-K_edgar_data_101829_0000101829-14-000006_1.txt,445761,2014-02-06,27052,1015
11,11,314784,9483,3197,0,0,0,0,0,1.98203061736012,5.12474453399144,0,4.813056723094127,0,12927,BOEING CO,ba,BOEING CO,20131231,20140214,-0.01617905779116308,../Data/filtered_textdata/2014/QTR1/20140214_10-K_edgar_data_12927_0000012927-14-000004_1.txt,412485,2014-02-14,25933,1027
12,12,624792,9830,3569,0,0,0,0,0,2.12112641913458,5.549270736535896,0,4.788432790594318,0,4962,AMERICAN EXPRESS CO,axp,AMERICAN EXPRESS CO,20131231,20140225,0.003564066334874319,../Data/filtered_textdata/2014/QTR1/20140225_10-K_edgar_data_4962_0001193125-14-066777_1.txt,794037,2014-02-25,49502,1376
13,13,638323,14470,5303,0,0,0,0,0,2.149308755760369,5.34930875576037,0,4.979447004608295,0,18230,CATERPILLAR INC,cat,CATERPILLAR INC,20131231,20140218,-0.001870725279466259,../Data/filtered_textdata/2014/QTR1/20140218_10-K_edgar_data_18230_0000018230-14-000058_1.txt,843987,2014-02-18,54250,1239
14,14,470904,11426,3801,0,0,0,0,0,2.446564682053196,5.804594637812484,0,4.704440061830394,0,310158,MERCK & CO,mrk,MERCK & CO. INC.,20131231,20140227,-0.004523674315028283,../Data/filtered_textdata/2014/QTR1/20140227_10-K_edgar_data_310158_0000310158-14-000009_1.txt,610226,2014-02-27,37522,1258
15,15,497500,11798,4179,0,0,0,0,0,1.800221121953564,4.987261452675095,0,4.568764120559535,0,21344,COCA-COLA CO,ko,COCA COLA CO,20131231,20140227,-0.005274058361266327,../Data/filtered_textdata/2014/QTR1/20140227_10-K_edgar_data_21344_0000021344-14-000008_1.txt,644109,2014-02-27,41606,1208
16,16,482512,15943,5529,0,0,0,0,0,1.989071596364008,5.145031151057093,0,4.745608211622919,0,40545,GENERAL ELECTRIC CO,ge,GENERAL ELECTRIC CO,20131231,20140227,-0.005693276331168241,../Data/filtered_textdata/2014/QTR1/20140227_10-K_edgar_data_40545_0000040554-14-000023_1.txt,615155,2014-02-27,39164,1183
17,17,883599,18190,6538,0,0,0,0,0,2.566551271338188,5.401695117583861,0,4.693893995463769,0,19617,JPMORGAN CHASE & CO,jpm,JPMORGAN CHASE & CO,20131231,20140219,-0.02115631584967238,../Data/filtered_textdata/2014/QTR1/20140220_10-K_edgar_data_19617_0000019617-14-000289_1.txt,1159437,2014-02-20,67016,1359
18,18,371831,7974,2798,0,0,0,0,0,2.158897420246089,4.944260609760017,0,4.671924695601889,0,104169,WALMART INC,wmt,WAL MART STORES INC,20140131,20140321,-0.0098517890467726,../Data/filtered_textdata/2014/QTR1/20140321_10-K_edgar_data_104169_0000104169-14-000019_1.txt,482659,2014-03-21,31127,1156
19,19,183006,4953,1605,0,0,0,0,0,1.52470718691524,5.946358028969438,0,4.841638367177213,0,63908,MCDONALD'S CORP,mcd,MCDONALDS CORP,20131231,20140224,-0.01789982376499282,../Data/filtered_textdata/2014/QTR1/20140224_10-K_edgar_data_63908_0000063908-14-000019_1.txt,239961,2014-02-24,14429,901
20,20,301550,7128,2348,0,0,0,0,0,2.33326616965545,5.202498488817247,0,4.62828934112432,0,50863,INTEL CORP,intc,INTEL CORP,20131228,20140214,-0.01236653468189098,../Data/filtered_textdata/2014/QTR1/20140214_10-K_edgar_data_50863_0000050863-14-000020_1.txt,392188,2014-02-14,24815,1052
21,21,945113,15824,5892,0,0,0,0,0,2.325399106419669,5.558748987536906,0,4.642607059807175,0,886982,GOLDMAN SACHS GROUP INC,gs,GOLDMAN SACHS GROUP INC,20131231,20140227,0.0206593817671465,../Data/filtered_textdata/2014/QTR1/20140228_10-K_edgar_data_886982_0001193125-14-073792_1.txt,1206914,2014-02-28,76546,1373
22,22,782642,17302,6179,0,0,0,0,0,1.69738580789298,4.562235209176237,0,4.764654596973041,0,732717,AT&T INC,t,AT&T INC.,20131231,20140221,-0.0362510498580939,../Data/filtered_textdata/2014/QTR1/20140221_10-K_edgar_data_732717_0000732717-14-000010_1.txt,1009780,2014-02-21,73407,1276
23,23,282024,5878,2086,0,0,0,0,0,1.847069637151486,5.519324200113799,0,4.708408106097082,0,789019,MICROSOFT CORP,msft,MICROSOFT CORP,20140630,20140731,-0.01341398221830187,../Data/filtered_textdata/2014/QTR3/20140731_10-K_edgar_data_789019_0001193125-14-289961_1.txt,363612,2014-07-31,22847,1083
24,24,377462,9335,2963,0,0,0,0,0,2.142384105960265,4.741721854304635,0,4.673245033112583,0,858877,CISCO SYSTEMS INC,csco,"CISCO SYSTEMS, INC.",20140726,20140909,0.0004369243419977426,../Data/filtered_textdata/2014/QTR3/20140909_10-K_edgar_data_858877_0000858877-14-000029_1.txt,489209,2014-09-09,30200,1100
25,25,336701,6673,2382,0,0,0,0,0,2.21844212913743,4.922389963852861,0,4.671131901623077,0,320187,NIKE INC  -CL B,nke,NIKE INC,20140531,20140725,0.0124681456813589,../Data/filtered_textdata/2014/QTR3/20140725_10-K_edgar_data_320187_0000320187-14-000097_1.txt,434240,2014-07-25,28218,1120
26,26,227176,5088,1815,0,0,0,0,0,2.037795992714026,6.08492714025501,0,4.755635245901638,0,80424,PROCTER & GAMBLE CO,pg,PROCTER & GAMBLE CO,20140630,20140808,-0.005032913528226578,../Data/filtered_textdata/2014/QTR3/20140808_10-K_edgar_data_80424_0000080424-14-000057_1.txt,296213,2014-08-08,17568,899
27,27,813585,11126,3983,0,0,0,0,0,2.209727145554062,5.838732021350284,0,4.790354344076382,0,1403161,VISA INC,v,VISA INC.,20140930,20141120,0.0003285623558543296,../Data/filtered_textdata/2014/QTR4/20141121_10-K_edgar_data_1403161_0001403161-14-000017_1.txt,1040159,2014-11-21,73629,1306
0,0,267834,8211,2941,0,0,0,0,0,1.608381967740453,4.797573640917237,0,4.930517898993613,0,34088,EXXON MOBIL CORP,xom,EXXON MOBIL CORP,20141231,20150225,-0.02600354305701448,../Data/filtered_textdata/2015/QTR1/20150225_10-K_edgar_data_34088_0000034088-15-000013_1.txt,358729,2015-02-25,21761,1036
1,1,944947,17380,6118,0,0,0,0,0,3.428550016861721,5.767957733285037,0,4.821253263055343,0,86312,TRAVELERS COS INC,trv,"TRAVELERS COMPANIES, INC.",20141231,20150212,-0.008994807915685243,../Data/filtered_textdata/2015/QTR1/20150212_10-K_edgar_data_86312_0001047469-15-000743_1.txt,1226429,2015-02-12,80063,1424
2,2,712851,14571,5237,0,0,0,0,0,2.233640424800772,5.529282780514146,0,4.946703539460981,0,18230,CATERPILLAR INC,cat,CATERPILLAR INC,20141231,20150217,-0.01951012659849313,../Data/filtered_textdata/2015/QTR1/20150217_10-K_edgar_data_18230_0000018230-15-000061_1.txt,936797,2015-02-17,61111,1370
3,3,800923,14320,5148,0,0,0,0,0,2.674437694959777,5.475291413560993,0,4.671301920866854,0,19617,JPMORGAN CHASE & CO,jpm,JPMORGAN CHASE & CO,20141231,20150224,-0.0009046490892872378,../Data/filtered_textdata/2015/QTR1/20150224_10-K_edgar_data_19617_0000019617-15-000272_1.txt,1026045,2015-02-24,60910,1302
4,4,566934,12644,4003,0,0,0,0,0,2.468733715476811,5.601875977071392,0,4.828230849400731,0,78003,PFIZER INC,pfe,PFIZER INC,20141231,20150227,0.0008417224483379272,../Data/filtered_textdata/2015/QTR1/20150227_10-K_edgar_data_78003_0000078003-15-000014_1.txt,744520,2015-02-27,46056,1324
5,5,1077283,16612,6121,0,0,0,0,0,2.240513142549565,5.660715887682785,0,4.623542208666009,0,886982,GOLDMAN SACHS GROUP INC,gs,GOLDMAN SACHS GROUP INC,20141231,20150220,0.004577110760547837,../Data/filtered_textdata/2015/QTR1/20150223_10-K_edgar_data_886982_0001193125-15-056785_1.txt,1372279,2015-02-23,89176,1488
6,6,630110,10375,3692,0,0,0,0,0,2.196962273395394,5.62469377756002,0,4.773424791768741,0,4962,AMERICAN EXPRESS CO,axp,AMERICAN EXPRESS CO,20141231,20150224,0.0005482101829512639,../Data/filtered_textdata/2015/QTR1/20150224_10-K_edgar_data_4962_0001193125-15-059931_1.txt,802281,2015-02-24,51025,1392
7,7,344429,7021,2441,0,0,0,0,0,1.618671183888575,7.750799924712968,0,4.865349143610013,0,731766,UNITEDHEALTH GROUP INC,unh,UNITEDHEALTH GROUP INC,20141231,20150210,-0.004135747406422566,../Data/filtered_textdata/2015/QTR1/20150210_10-K_edgar_data_731766_0000731766-15-000007_1.txt,446437,2015-02-10,26565,1179
8,8,571434,14691,5170,0,0,0,0,0,1.420805267375626,4.645773320915726,0,4.737670832340647,0,51143,INTL BUSINESS MACHINES CORP,ibm,INTERNATIONAL BUSINESS MACHINES CORP,20141231,20150224,-0.02612819136968249,../Data/filtered_textdata/2015/QTR1/20150224_10-K_edgar_data_51143_0001047469-15-001106_1.txt,748926,2015-02-24,46171,1308
9,9,607218,11999,4125,0,0,0,0,0,1.929747617718592,6.421195327140068,0,4.670148718153183,0,732712,VERIZON COMMUNICATIONS INC,vz,VERIZON COMMUNICATIONS INC,20141231,20150223,0.00378814214201144,../Data/filtered_textdata/2015/QTR1/20150223_10-K_edgar_data_732712_0001193125-15-057710_1.txt,775046,2015-02-23,50162,1340
10,10,332537,11948,3812,0,0,0,0,0,1.938332316307118,4.023834308481998,0,4.657381815571269,0,93410,CHEVRON CORP,cvx,CHEVRON CORP,20141231,20150220,-0.008623310591296786,../Data/filtered_textdata/2015/QTR1/20150220_10-K_edgar_data_93410_0000093410-15-000010_1.txt,439987,2015-02-20,27859,1086
11,11,303624,7122,2347,0,0,0,0,0,2.433786685755189,5.12606378748111,0,4.61707627455659,0,50863,INTEL CORP,intc,INTEL CORP,20141227,20150213,-0.01281469441180991,../Data/filtered_textdata/2015/QTR1/20150213_10-K_edgar_data_50863_0000050863-15-000015_1.txt,395393,2015-02-13,25146,1060
12,12,259713,7812,2563,0,0,0,0,0,2.873201220989389,4.772518048355057,0,4.82169678763506,0,200406,JOHNSON & JOHNSON,jnj,JOHNSON & JOHNSON,20141228,20150223,0.009375153243264059,../Data/filtered_textdata/2015/QTR1/20150224_10-K_edgar_data_200406_0000200406-15-000004_1.txt,343351,2015-02-24,20639,991
13,13,315960,10007,3205,0,0,0,0,0,2.367458499135818,5.313718397041681,0,4.844205956831061,0,66740,3M CO,mmm,3M CO,20141231,20150212,0.0005013776596500437,../Data/filtered_textdata/2015/QTR1/20150212_10-K_edgar_data_66740_0001104659-15-009560_1.txt,416700,2015-02-12,24879,1063
14,14,183379,5212,1687,0,0,0,0,0,1.970477649352458,5.716474028686812,0,4.818200807686952,0,63908,MCDONALD'S CORP,mcd,MCDONALDS CORP,20141231,20150224,0.04065651775776663,../Data/filtered_textdata/2015/QTR1/20150224_10-K_edgar_data_63908_0000063908-15-000016_1.txt,238802,2015-02-24,14362,872
15,15,591505,13648,4617,0,0,0,0,0,2.413961833306149,5.221415755994128,0,4.782029848311858,0,310158,MERCK & CO,mrk,"MERCK & CO., INC.",20141231,20150227,-0.01977790209597382,../Data/filtered_textdata/2015/QTR1/20150227_10-K_edgar_data_310158_0000310158-15-000005_1.txt,766734,2015-02-27,49048,1326
16,16,259187,8299,2695,0,0,0,0,0,1.882905327711767,5.164814105021081,0,4.824885013415102,0,12927,BOEING CO,ba,BOEING CO,20141231,20150212,0.01214549175513555,../Data/filtered_textdata/2015/QTR1/20150212_10-K_edgar_data_12927_0000012927-15-000011_1.txt,339409,2015-02-12,20872,944
17,17,443922,13608,4626,0,0,0,0,0,2.022730542368005,5.061142281686088,0,4.809149762624084,0,40545,GENERAL ELECTRIC CO,ge,GENERAL ELECTRIC CO,20150227,20150227,-0.021217768914619,../Data/filtered_textdata/2015/QTR1/20150227_10-K_edgar_data_40545_0000040545-15-000030_1.txt,564075,2015-02-27,34755,1190
18,18,187835,6266,2078,0,0,0,0,0,2.085004009623096,5.422244155203257,0,4.674418604651163,0,354950,HOME DEPOT INC,hd,HOME DEPOT INC,20150201,20150326,0.002534788766843864,../Data/filtered_textdata/2015/QTR1/20150326_10-K_edgar_data_354950_0000354950-15-000008_1.txt,246997,2015-03-26,16211,862
19,19,529688,12221,4326,0,0,0,0,0,1.943717867773068,5.116352484892216,0,4.575155587625146,0,21344,COCA-COLA CO,ko,COCA COLA CO,20141231,20150225,0.01854174695507094,../Data/filtered_textdata/2015/QTR1/20150225_10-K_edgar_data_21344_0000021344-15-000005_1.txt,684399,2015-02-25,44348,1271
20,20,455793,12023,4009,0,0,0,0,0,1.627211305379339,4.969312496776523,0,4.848625509309402,0,101829,RAYTHEON TECHNOLOGIES CORP,rtx,UNITED TECHNOLOGIES CORP /DE/,20141231,20150205,-0.01436820877632203,../Data/filtered_textdata/2015/QTR1/20150205_10-K_edgar_data_101829_0000101829-15-000005_1.txt,590963,2015-02-05,38778,1212
21,21,295796,7356,2642,0,0,0,0,0,1.871345029239766,4.262956241177656,0,4.575438596491228,0,104169,WALMART INC,wmt,WAL MART STORES INC,20150131,20150401,-0.01104450327125817,../Data/filtered_textdata/2015/QTR2/20150401_10-K_edgar_data_104169_0000104169-15-000011_1.txt,392454,2015-04-01,24795,1088
22,22,521709,7655,2760,0,0,0,0,0,1.778913038520309,5.126918603325199,0,4.55433667069583,0,320187,NIKE INC  -CL B,nke,NIKE INC,20150531,20150723,-0.01309926317570792,../Data/filtered_textdata/2015/QTR3/20150723_10-K_edgar_data_320187_0000320187-15-000113_1.txt,665477,2015-07-23,43847,1230
23,23,954999,15133,5619,0,0,0,0,0,1.79522216463271,5.78028553927343,0,4.505065259388401,0,80424,PROCTER & GAMBLE CO,pg,PROCTER & GAMBLE CO,20150630,20150807,0.003544414298583256,../Data/filtered_textdata/2015/QTR3/20150807_10-K_edgar_data_80424_0000080424-15-000070_1.txt,1260926,2015-08-07,84892,1490
24,24,301433,5947,2173,0,0,0,0,0,1.988145221042233,5.923273236190004,0,4.778710792788343,0,789019,MICROSOFT CORP,msft,MICROSOFT CORP,20150630,20150731,0.01022871049192301,../Data/filtered_textdata/2015/QTR3/20150731_10-K_edgar_data_789019_0001193125-15-272806_1.txt,387180,2015-07-31,24294,1107
25,25,750199,10484,3751,0,0,0,0,0,1.753589638842237,5.573963959874722,0,4.610246168278032,0,858877,CISCO SYSTEMS INC,csco,"CISCO SYSTEMS, INC.",20150725,20150908,-0.01914284300497352,../Data/filtered_textdata/2015/QTR3/20150908_10-K_edgar_data_858877_0000858877-15-000070_1.txt,966700,2015-09-08,66093,1283
26,26,220235,5114,1679,0,0,0,0,0,2.053795437306728,5.274520100355915,0,4.636909971410233,0,320193,APPLE INC,aapl,APPLE INC,20150926,20151028,0.007447851481348699,../Data/filtered_textdata/2015/QTR4/20151028_10-K_edgar_data_320193_0001193125-15-356351_1.txt,279871,2015-10-28,17139,857
