file name,"file size,","number of words,",weighted-FIN-NEG,weighted-H4N-INF
D:/CHX/fall2020/NLP/HW/1/all\VERIZON COMMUNICATIONS INC20180223_10-K_edgar_data_732712_0000732712-18-000009_1.txt,641651,86943,0.15480418,0.093108118
D:/CHX/fall2020/NLP/HW/1/all\VISA INC20101119_10-K_edgar_data_1403161_0001193125-10-265236_1.txt,611784,84265,0.237595485,0.138333391
D:/CHX/fall2020/NLP/HW/1/all\VISA INC20111118_10-K_edgar_data_1403161_0001193125-11-315956_1.txt,624301,85956,0.235592662,0.138513578
D:/CHX/fall2020/NLP/HW/1/all\VISA INC20121116_10-K_edgar_data_1403161_0001384108-12-000011_1.txt,428039,56804,0.273590587,0.138261969
D:/CHX/fall2020/NLP/HW/1/all\VISA INC20131122_10-K_edgar_data_1403161_0001403161-13-000011_1.txt,381843,50681,0.281780572,0.133526883
D:/CHX/fall2020/NLP/HW/1/all\VISA INC20141121_10-K_edgar_data_1403161_0001403161-14-000017_1.txt,1040159,147808,0.22925674,0.132724028
D:/CHX/fall2020/NLP/HW/1/all\VISA INC20151120_10-K_edgar_data_1403161_0001403161-15-000013_1.txt,586525,79401,0.246106143,0.118197611
D:/CHX/fall2020/NLP/HW/1/all\VISA INC20161115_10-K_edgar_data_1403161_0001403161-16-000058_1.txt,479523,63845,0.260458362,0.131571311
D:/CHX/fall2020/NLP/HW/1/all\VISA INC20171117_10-K_edgar_data_1403161_0001403161-17-000044_1.txt,402066,52800,0.255728439,0.12634428
D:/CHX/fall2020/NLP/HW/1/all\VISA INC20181116_10-K_edgar_data_1403161_0001403161-18-000055_1.txt,389959,51374,0.245641166,0.120337474
D:/CHX/fall2020/NLP/HW/1/all\vz20190215_10-K_edgar_data_732712_0000732712-19-000012_1.txt,135884,18139,0.148846593,0.108611208
D:/CHX/fall2020/NLP/HW/1/all\WALGREENS BOOTS ALLIANCE INC20151028_10-K_edgar_data_1618921_0001140361-15-038791_1.txt,1037764,146388,0.216381424,0.120997564
D:/CHX/fall2020/NLP/HW/1/all\WALGREENS BOOTS ALLIANCE INC20161020_10-K_edgar_data_1618921_0001140361-16-083198_1.txt,645197,89206,0.239056124,0.133159493
D:/CHX/fall2020/NLP/HW/1/all\WALGREENS BOOTS ALLIANCE INC20171025_10-K_edgar_data_1618921_0001618921-17-000069_1.txt,679615,91105,0.240613821,0.140903723
D:/CHX/fall2020/NLP/HW/1/all\WALGREENS BOOTS ALLIANCE INC20181011_10-K_edgar_data_1618921_0001628280-18-012472_1.txt,508900,67869,0.252765341,0.148694198
D:/CHX/fall2020/NLP/HW/1/all\WALMART INC20100330_10-K_edgar_data_104169_0001193125-10-071652_1.txt,497672,67696,0.212492306,0.119927856
D:/CHX/fall2020/NLP/HW/1/all\WALMART INC20110330_10-K_edgar_data_104169_0001193125-11-083157_1.txt,464083,63865,0.189362203,0.096970149
D:/CHX/fall2020/NLP/HW/1/all\WALMART INC20120327_10-K_edgar_data_104169_0001193125-12-134679_1.txt,294692,39152,0.187914414,0.093562332
D:/CHX/fall2020/NLP/HW/1/all\WALMART INC20130326_10-K_edgar_data_104169_0000104169-13-000011_1.txt,317882,42034,0.233175211,0.108381324
D:/CHX/fall2020/NLP/HW/1/all\WALMART INC20140321_10-K_edgar_data_104169_0000104169-14-000019_1.txt,482659,65657,0.228068369,0.115117498
D:/CHX/fall2020/NLP/HW/1/all\WALMART INC20150401_10-K_edgar_data_104169_0000104169-15-000011_1.txt,392454,52229,0.205954994,0.101131163
D:/CHX/fall2020/NLP/HW/1/all\WALMART INC20160330_10-K_edgar_data_104169_0000104169-16-000079_1.txt,790059,109544,0.193924591,0.112109405
D:/CHX/fall2020/NLP/HW/1/all\WALMART INC20170330_10-K_edgar_data_1399529_0001193125-17-104169_1.txt,453405,62949,0.340576988,0.21648589
D:/CHX/fall2020/NLP/HW/1/all\WALMART INC20170331_10-K_edgar_data_104169_0000104169-17-000021_1.txt,620441,85126,0.199747057,0.113166549
D:/CHX/fall2020/NLP/HW/1/all\WALMART INC20180330_10-K_edgar_data_104169_0000104169-18-000028_1.txt,926093,127492,0.186010256,0.107973585
D:/CHX/fall2020/NLP/HW/1/all\wba20191028_10-K_edgar_data_1618921_0001618921-19-000069_1.txt,489822,63615,0.241464306,0.142741952
D:/CHX/fall2020/NLP/HW/1/all\wmt20190328_10-K_edgar_data_104169_0000104169-19-000016_1.txt,356108,46115,0.217258701,0.115792775
D:/CHX/fall2020/NLP/HW/1/all\xom20190227_10-K_edgar_data_34088_0000034088-19-000010_1.txt,375149,45373,0.165029665,0.120026829
